id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31176887,North York Centre very good view master room,32231749,Miranda,,Willowdale East,43.77027,-79.41242,Private room,,28,0,,,1,0,0,
30913629,Downtown condo with a panoramic view of the city,33247720,Katie,,Regent Park,43.65893,-79.36335,Entire home/apt,,28,4,2019-12-29,0.06,1,0,0,
31177650,231 Fort York Blvd,95425399,Trupti,,Niagara,43.63626,-79.40561,Entire home/apt,,28,0,,,1,0,0,
31194211,Rooms in a modern house near downtown Toronto,233237200,Pas,,Oakridge,43.69893,-79.27814,Private room,55,30,34,2022-09-10,0.54,1,89,0,
30931955,Private Cozy Studio in North York,231140453,Annette,,Willowdale West,43.7757,-79.42723,Entire home/apt,75,28,77,2024-01-04,1.24,1,38,7,
30952695,HumberBay Park! Airport!  Downtown Toronto! Clean!,225820853,Babs,,Mimico (includes Humber Bay Shores),43.62232,-79.48171,Entire home/apt,107,31,70,2023-09-12,1.13,1,253,4,
31195264,❤️Victoria Executive 1  from 2 bedroom Basement❤️,32044025,Toronto,,Wexford/Maryvale,43.73879,-79.3059,Private room,49,28,3,2019-12-14,0.05,21,365,0,
31206638,Spacious 2-bed apartment in Roncesvalles Village,107399592,Suzanne,,Roncesvalles,43.6446367,-79.4446066,Entire home/apt,199,28,74,2023-12-23,1.23,1,242,4,STR-2208-FKYPHB
30954518,"Peaceful neighborhood, room for rent",72100011,Joyce,,Malvern,43.79164,-79.23004,Private room,,28,2,2019-08-31,0.04,1,0,0,
30956947,Relaxing Getaway - Private bedroom with Breakfast,20363967,Bobbi & Emily,,Birchcliffe-Cliffside,43.70084,-79.25722,Private room,,28,33,2020-03-05,0.53,2,0,0,
31209947,"Cozy 2 Bdrm Private apartment in Riverside, TO.",66502522,Fred,,South Riverdale,43.66417,-79.34944,Entire home/apt,150,3,102,2023-12-10,1.70,2,34,6,STR-2309-GDGKVS
30959470,Condo at Charismatic Distillery District,231333476,Fabian,,Waterfront Communities-The Island,43.6495,-79.35893,Entire home/apt,,28,0,,,1,0,0,
31210490,High Park room in appt overlooking the park.,5596272,Winifred,,High Park-Swansea,43.65085,-79.45759,Private room,60,28,56,2024-01-01,0.93,1,70,2,
30960153,Cozy apartment two blocks from Eaton Center,169387271,Rosi,,Church-Yonge Corridor,43.65905,-79.38138,Entire home/apt,,28,22,2020-03-15,0.36,1,0,0,
31211016,By the lake,99061985,Stefania,,Long Branch,43.58701,-79.54086,Entire home/apt,110,28,60,2023-08-30,1.02,2,288,1,STR-2111-FQWVHC
30963937,Clean & Cosy Room apartment place to feel at home,114527105,Beatriz,,Mount Pleasant East,43.7015,-79.37518,Private room,,28,0,,,1,0,0,
30968183,Amazing place,231148239,Husien,,Wexford/Maryvale,43.74767,-79.30831,Entire home/apt,,28,0,,,1,0,0,
30976235,"Downtown, bright, boutique condo",381794998,Samuel,,Church-Yonge Corridor,43.66598202107302,-79.38311252745093,Entire home/apt,203,28,81,2023-12-10,1.40,1,191,30,STR-2105-FFBKVB
30983620,"Cozy Private Room, short walk to Woodbine Subway",4767435,Ekaterina,,Woodbine-Lumsden,43.69502,-79.3153,Private room,65,7,43,2023-12-16,0.70,3,146,16,STR-2010-HXDRPL
31220912,Homey beautiful Private apartment.,233511796,Susan,,Yonge-St.Clair,43.68737,-79.39886,Entire home/apt,80,28,3,2020-01-06,0.05,1,104,0,
30994473,Fully Furnished-2 Bed/2 Bth Condo-Yonge & Eglinton,169697179,DelSuites,,Mount Pleasant West,43.70807,-79.3972,Entire home/apt,,30,2,2020-12-16,0.04,29,226,0,
31221004,Private room with shared washroom.,36382621,Ping,,West Hill,43.76556,-79.17969,Private room,45,28,17,2023-08-31,0.28,1,349,1,
30995978,Quaint 1 bdrm+1 bath in upscale Yorkville Toronto,231506008,Ivana,,Annex,43.67163,-79.38903,Entire home/apt,80,28,47,2023-11-03,0.77,1,143,5,
31221342,Downtown 2 Bedroom Apartment near Subway,26842341,Imran,,North St.James Town,43.67116,-79.37209,Entire home/apt,,28,105,2024-01-25,1.70,1,0,3,
30998857,Spacious home minutes from everything!,43976890,Carol,,Old East York,43.69357,-79.3491,Entire home/apt,150,28,16,2023-01-15,0.26,2,44,0,
31222461,"modern 2BD, Cozy basement",233527069,Roya,,Parkwoods-Donalda,43.74829,-79.32349,Entire home/apt,110,28,215,2023-10-14,3.45,1,89,2,STR-2011-GYJKVH
31001497,"New、Clean and comfortable room 01, good location!",231531116,Vella,,Pleasant View,43.78931,-79.33021,Private room,50,30,22,2023-11-25,0.35,7,197,3,
31223477,A,233531084,Mia,,Pleasant View,43.78824,-79.34056,Private room,,28,0,,,3,0,0,
31002820,Entire Studio with kitchen on Yonge and Dundas,41043270,Adam (And Jane),,Church-Yonge Corridor,43.65344,-79.3795,Entire home/apt,140,40,13,2023-12-01,0.21,3,183,1,STR-4321-FEDCBA
31236947,❤️Humberview Modern 1 Bed Near Pearson Airport❤️,32044025,Toronto,,Pelmo Park-Humberlea,43.70758,-79.52588,Private room,,30,0,,,21,0,0,
31237272,Modern Style 1 Bedroom In Bungalow House,32044025,Toronto,,Pelmo Park-Humberlea,43.70999,-79.51809,Private room,,30,0,,,21,0,0,
31013111,Superhost King Self-Check-In Quiet Private Room #2,228311136,Kuinai,,Glenfield-Jane Heights,43.74271170227023,-79.52068566949295,Private room,62,1,261,2024-02-03,4.22,5,9,75,STR-2010-HPRRVK
31018849,Minimal place in downtown toronto.,202071963,Neal,,Cabbagetown-South St.James Town,43.66413,-79.37626,Private room,,29,87,2022-09-01,1.39,5,82,0,
31239149,beautiful cozy 1 bdrm + steps away from the lake,19467348,Keshav,,Mimico (includes Humber Bay Shores),43.62455,-79.47928,Private room,,28,0,,,1,0,0,
31240754,Elegant 3Bd Home - Trendy Downtown South Riverdale,88334019,Elissa,,South Riverdale,43.66353,-79.35255,Entire home/apt,,28,2,2019-12-30,0.04,1,0,0,
31018919,"2 Bed Apartment - Kitchen, Parking & WiFi",45941554,Nataliya,,Stonegate-Queensway,43.62543370140943,-79.50956114017744,Entire home/apt,198,28,120,2023-07-21,2.02,1,180,11,STR-2101-GCKXVF
31241566,Cosy comfort,17541993,Amin,,Victoria Village,43.73246,-79.31402,Entire home/apt,,28,25,2019-06-06,0.41,1,0,0,
31024643,Cozy single family home,62028542,Hilda,,Yonge-Eglinton,43.6993,-79.3998,Entire home/apt,,28,0,,,1,0,0,
31026575,"New、Clean and comfortable room 02, good location!",231531116,Vella,,Pleasant View,43.78917,-79.32981,Private room,,30,19,2022-10-30,0.30,7,259,0,
31242824,Cozy Retro Retreat in Trendy Leslieville,45407009,Cinders,,South Riverdale,43.6687,-79.33425,Entire home/apt,150,2,94,2020-09-20,1.55,1,336,0,STR-2401-HMVXVX
31027116,"New、Clean and comfortable room 03, good location!",231531116,Vella,,L'Amoreaux,43.79143,-79.32971,Private room,,30,14,2024-01-31,0.22,7,45,1,STR-2010-HLDRVK
31242978,West Queen West Upper 1 Bedroom Flat w roof deck,4905778,Christina,,Little Portugal,43.64614,-79.42608,Entire home/apt,76,28,11,2023-10-03,0.18,2,65,3,
31031588,Finch Subway 2Bed 2Bath Roomy Condo w/Free Parking,153276698,Yu,,Willowdale East,43.7752003638912,-79.41434589658911,Entire home/apt,234,2,56,2024-01-19,0.90,2,60,25,STR-2206-FPHXVC
31255266,Morden Private room and washroom,223552377,Dumebi,,Islington-City Centre West,43.63437,-79.54066,Private room,,28,7,2019-05-10,0.11,1,0,0,
31256914,"Ideally located, 1 bedroom in boutique building",95572879,Michael,,Waterfront Communities-The Island,43.6466,-79.39554,Entire home/apt,,28,3,2019-08-05,0.05,1,0,0,
31038042,"Stylish, Cozy 1br Home Away From Home",1723300,Steve,,Moss Park,43.65149,-79.36811,Entire home/apt,140,60,5,2023-11-18,0.08,1,168,2,
31258672,Dundas West Studio Apartment,68555596,Bradley,,Dufferin Grove,43.65078,-79.44158,Entire home/apt,,28,13,2020-03-02,0.25,1,0,0,
31066202,King West Triplex Upper PVT APT 1 BDRM w Parking,37409645,Navid,,Niagara,43.64208,-79.40685,Entire home/apt,110,28,27,2023-12-01,0.44,3,46,1,
31069300,"Private Studio Rm, Big Bright Apt: Great Location",3879545,Sarah,,Church-Yonge Corridor,43.65503,-79.37439,Private room,,28,41,2020-01-10,0.66,3,0,0,
31259259,Private room in Bayview Village Condo,128414005,Nghiem,,Bayview Village,43.76532,-79.38724,Private room,,28,0,,,1,0,0,
31069699,Female room,212642921,Sabah,,Junction Area,43.67264,-79.47459,Private room,,28,16,2020-02-29,0.26,3,0,0,
31267035,★Hip urban hideaway★Walk everywhere★Authentic TO★,21943006,Gem & John,,Little Portugal,43.64479,-79.42819,Entire home/apt,150,28,110,2023-02-11,1.78,1,180,0,
31087728,"Toronto Danforth Woodbine Subway 3 BR, 2 Bath Apt",111033878,Cameron,,Woodbine Corridor,43.68466,-79.3138,Entire home/apt,220,28,6,2021-10-31,0.10,3,227,0,
31285103,Beautiful and Stylish 2-BR Condo in DT Toronto,785826,Sky View,,Waterfront Communities-The Island,43.64206,-79.38118,Entire home/apt,133,28,1,2019-02-17,0.02,25,45,0,
31098434,Perfectly located 2 bed apt in heart of Toronto,1551011,Ian,,Niagara,43.63957,-79.41692,Entire home/apt,,28,2,2019-05-20,0.03,1,0,0,
31289531,"Spacious, 3 Bedroom Home - 5 Minutes from Subway",234139560,Kevin,,Willowdale West,43.76837,-79.42013,Entire home/apt,,28,25,2020-07-17,0.42,2,0,0,
31104289,"Million Dollar Views, Free Parking & Swimming Pool",53214957,Rena,,Niagara,43.63553,-79.40428,Entire home/apt,449,5,78,2024-01-01,1.27,1,75,29,STR-2203-FSTKVC
31292896,"Upper Beach, Renovated Stylish 1BR Apartment",21040346,Iwona,,East End-Danforth,43.67996,-79.30543,Entire home/apt,120,3,78,2024-01-21,1.27,1,339,8,STR-2205-JBMPHM
31112902,Two story home & garden in vibrant neighbourhood,43108777,Jessica,,University,43.66073,-79.40918,Entire home/apt,163,2,116,2024-01-29,1.91,1,71,39,STR-2203-HPBVHK
31295216,Downtown Toronto Home - Free Parking!,72759257,Angeli,,Moss Park,43.66248,-79.37486,Private room,,28,16,2019-05-01,0.26,1,0,0,
31305107,Sunny Greektown Studio with Keyboard!,36082851,Joseph,,Playter Estates-Danforth,43.6778,-79.35884,Entire home/apt,,28,0,,,1,0,0,
31309101,Welcome and Feel like your own home,234340660,Thuong,,Humber Summit,43.7517,-79.56877,Private room,,30,0,,,1,0,0,
31310838,"New、clean and comfortable Suit, good location!",231531116,Vella,,L'Amoreaux,43.79138,-79.32848,Private room,67,28,4,2022-02-07,0.06,7,197,0,
31314156,"Bright, Cozy, Modern Basement Studio",2165178,Soo Ha,,Keelesdale-Eglinton West,43.68936,-79.4673,Entire home/apt,70,30,32,2024-02-01,0.52,7,268,3,STR-2010-HTDRPL
31316479,"Large private bright Room, Roncesvalles Village",158892553,Kel,,High Park-Swansea,43.63889,-79.44678,Private room,,30,5,2020-09-11,0.08,4,0,0,
31320189,New Large Bright Close to Subway Beautiful Suite,177942493,Jessica,,Dovercourt-Wallace Emerson-Junction,43.66571,-79.43025,Entire home/apt,200,2,154,2024-01-02,2.54,1,0,35,STR-2010-GFLXPF
31320962,Quiet Stylish Location with Balcony in the Heart of Downtown,7127968,Sal,,Church-Yonge Corridor,43.66018,-79.38247,Entire home/apt,100,28,86,2023-12-16,1.39,2,86,5,
31120311,"Trendy, cozy spot on Queen St West!",27656868,Justine,,Niagara,43.64483,-79.40855,Entire home/apt,,28,0,,,1,0,0,
31330515,Cozy room w/ private deck on Roncesvalles ave,158892553,Kel,,Roncesvalles,43.64091,-79.44566,Private room,99,30,2,2019-03-01,0.03,4,75,0,
31124733,Happy home 1,146386026,Mohamed,,Don Valley Village,43.78838,-79.36041,Private room,50,28,8,2020-03-09,0.16,3,319,0,
31334609,"Clean, white, bright and close to TTC subway",234576740,Dan,,Woodbine Corridor,43.68345,-79.31484,Shared room,80,28,43,2023-09-02,0.70,3,89,2,STR-2009-GPCHBG
31124779,MasterBedroom en-suite bathroom + FREE parking,232595103,Elham,,Niagara,43.63957,-79.41667,Private room,183,1,137,2024-01-01,2.20,5,90,33,STR-2009-FFJKPB
31335288,Apartment room close to Airport and Humber college,234585455,Samy,,West Humber-Clairville,43.73179,-79.61024,Private room,,28,3,2019-09-05,0.05,1,0,0,
31124856,Happy home 2,146386026,Mohamed,,Don Valley Village,43.78855,-79.36241,Private room,70,28,10,2022-06-04,0.16,3,75,0,
31354275,Cozy single room great for single travellers,48821560,Julie,,O'Connor-Parkview,43.70758,-79.30075,Private room,40,28,134,2023-11-30,2.17,3,136,2,STR-2011-GKBDVF
31132652,"Yorkville, Torontonian luxurious lifestyle",57270164,Zhiye,,Annex,43.67137,-79.38871,Entire home/apt,,28,0,,,1,0,0,
31354479,Best place to spend your time,234762898,Timur,,Lambton Baby Point,43.66022,-79.49505,Entire home/apt,125,30,38,2023-11-24,0.62,1,88,2,
31146323,TreeTops! Sunny Home for 10-16. HighParkHomes .ca,225294394,Daphne,,Roncesvalles,43.64353,-79.43985,Entire home/apt,249,1,99,2024-02-11,1.80,1,270,36,STR-2205-GDRDVF
31355802,Luxurious 1B in downtown Toronto wth CN Tower view,130571947,Chrismos,,Waterfront Communities-The Island,43.6457,-79.3926,Entire home/apt,145,120,0,,,1,179,0,
31147005,"Cozy and warm suite, close to Airport",173657094,Tetyana,,Eringate-Centennial-West Deane,43.66993,-79.5631,Entire home/apt,,28,27,2019-08-19,0.43,2,0,0,
31358080,Private room with private washroom in luxury condo,117996470,Vish,,Newtonbrook West,43.78216,-79.41631,Private room,,90,0,,,1,0,0,
31151644,Beautiful-cozy place near Pearson airport Toronto,112483851,Mohit,,West Humber-Clairville,43.73859,-79.59829,Private room,,28,49,2019-12-21,0.79,1,0,0,
31358636,Luxurious Open Concept Gem In The Heart of City,196132625,Jon,,Waterfront Communities-The Island,43.64289,-79.37853,Entire home/apt,175,30,0,,,1,364,0,
31165405,Entire Townhouse - Beautiful 2 bedroom 2 floor,232945600,Feroz,,Willowridge-Martingrove-Richview,43.6775,-79.56406,Entire home/apt,,29,38,2020-05-31,0.63,1,0,0,
31362887,Furnished 1 BR Suite in Avondale Harrison,102901292,Pelican Suites North York,,Willowdale East,43.75786,-79.40315,Entire home/apt,,28,0,,,2,0,0,
31626775,Cozy Downtown East 2 Storey Concrete Loft,36876811,Lauren,,Moss Park,43.65241,-79.37082,Entire home/apt,239,28,35,2021-09-12,0.57,1,179,0,STR-2009-FKQKPB
31364175,Dream Suite in Harbourfront core Amazing Lake view,133467024,Jie,,Waterfront Communities-The Island,43.6419562,-79.3735822,Entire home/apt,220,28,110,2023-08-15,1.78,1,223,23,STR-2203-FSVVHC
31375026,Nice & clean - Central location Basement Apt-1 BDR,3068938,Carlos,,Regent Park,43.66302,-79.35898,Entire home/apt,,28,3,2019-10-01,0.05,2,0,0,
31638978,Art Studio Flat in the Heart of Kensington Market,155410416,Patrice,,Kensington-Chinatown,43.65486,-79.40325,Entire home/apt,,28,4,2019-04-16,0.07,1,0,0,
31378871,Private basement apartment in Toronto,234998999,Renata,,Humber Heights-Westmount,43.68775,-79.51999,Entire home/apt,450,1,31,2020-02-17,0.50,1,173,0,STR-2012-FJJPHB
31642254,"Annex - large 2BR flat, parking available",7788565,Konstantinos,,Annex,43.6697348,-79.4131701,Entire home/apt,95,30,107,2024-01-09,1.76,2,86,3,STR-2012-JBXVHM
31645057,Gorgeous Queen West Apartments - Main Floor,29732268,Dante,,South Parkdale,43.63866,-79.43844,Entire home/apt,199,28,91,2023-05-17,1.49,3,180,1,STR-2012-HPKVHK
31646263,One bed room apartment North York  willodale,156421256,Marjan,,Willowdale East,43.77485,-79.4007,Entire home/apt,,28,1,2019-02-26,0.02,2,0,0,
31390246,Single Room - Riverdale Temenos,119352112,Karen,,North Riverdale,43.67215,-79.343,Private room,55,28,52,2023-09-01,0.84,3,365,2,
31650165,"Explore Downtown from a Central, Stylish Condo",237300245,Boris,,Waterfront Communities-The Island,43.64797,-79.39157,Entire home/apt,,28,70,2022-01-27,1.14,1,0,0,
31392632,Spacious 3br House close to Downtown ☆☆☆☆☆,85699941,Teresa,,North Riverdale,43.67131,-79.34677,Entire home/apt,,28,1,2019-04-08,0.02,1,0,0,
31393229,Luxury 1 Bedroom Suite - Downtown Core,22773087,Calvin,,Waterfront Communities-The Island,43.648244495453376,-79.39323868087025,Entire home/apt,89,28,60,2024-01-01,0.98,4,122,4,
31652227,"Big-Room Near Airport, Private Clean quiet n safe.",44523967,Romano,,Eringate-Centennial-West Deane,43.66383,-79.58599,Private room,,1,177,2023-12-03,2.95,1,126,16,STR-2203-HXPVHL
31409530,Private room in Toronto,141360071,Shrmila,,Eglinton East,43.741,-79.25607,Private room,,28,1,2019-03-31,0.02,3,0,0,
31654580,Queen size bed w/ private bath,239078868,Daniela,,Dovercourt-Wallace Emerson-Junction,43.67049,-79.43803,Private room,89,28,107,2023-11-20,1.74,5,365,28,STR-2205-HQXBHK
31419136,Cozy room,234236302,C,,L'Amoreaux,43.7972,-79.32353,Private room,,28,0,,,1,0,0,
31665000,Private and Leafy in the City,44772698,Colin Andrew,,Bayview Woods-Steeles,43.79437,-79.38491,Entire home/apt,375,7,17,2023-09-02,0.41,1,312,5,STR-2203-HYVVHM
31441404,Bright 2 Bedroom + Parking close to 401,1684087,Pouneh,,Willowdale East,43.75734,-79.40425,Entire home/apt,135,28,10,2022-01-16,0.18,17,328,0,
31444113,Casa D&D - Ground Floor Lakeside Luxury,14858918,Desirée,,Centennial Scarborough,43.77512,-79.13634,Entire home/apt,165,3,85,2023-08-17,1.40,1,178,13,STR-2011-HFPDVJ
31665593,"Walkable to subway&near airport, free parking",237418707,Jiayin,,Islington-City Centre West,43.63336,-79.54456,Private room,53,28,224,2023-11-07,3.64,8,65,56,STR-2009-HSFVBL
31666386,Single bunk bed room - Riverdale Temenos,119352112,Karen,,Blake-Jones,43.67281,-79.34107,Private room,55,28,39,2023-06-04,0.63,3,365,2,
31445213,Lake Side Living,235548164,Dean,,New Toronto,43.59985,-79.50138,Entire home/apt,343,30,7,2020-06-20,0.12,1,359,0,
31669112,Luxury Penthouse Private Room - Female Only,141163018,Salva,,Bayview Village,43.76672,-79.37271,Private room,,28,4,2020-01-28,0.07,1,365,0,
31670437,LAKE VIEW 47th Floor Downtown Toronto Free Parking,99635980,Gilda Suites,,Waterfront Communities-The Island,43.63947,-79.39664,Entire home/apt,,30,100,2020-03-22,1.62,3,0,0,
31448839,Modern Condo in Toronto near airport and downtown!,7811697,Brenna,,Etobicoke West Mall,43.6392338573601,-79.56182321148381,Entire home/apt,161,1,29,2024-01-21,2.10,1,251,24,STR-2211-HFXPHW
31672806,Westlake 2 lovely Bedroom Condo,237484861,Adanne,,Mimico (includes Humber Bay Shores),43.62342,-79.4817,Entire home/apt,,28,0,,,1,0,0,
31673907,The coziest room,239078868,Daniela,,Dovercourt-Wallace Emerson-Junction,43.67188,-79.43973,Private room,40,28,50,2023-12-24,0.82,5,136,12,STR-2205-HQXBHK
31448951,Cozy Furnished Bachelor In The Village,221963435,Stephanie,,North St.James Town,43.66951,-79.37893,Entire home/apt,,60,2,2023-03-01,0.03,1,12,1,
31457097,E4 Comfy room with great location.,92357210,Sue,,Willowdale East,43.76984,-79.40689,Private room,37,30,19,2023-11-30,0.32,5,73,4,
31676493,Bay window queen size bed,239078868,Daniela,,Dovercourt-Wallace Emerson-Junction,43.67245,-79.43779,Private room,65,28,105,2023-11-03,1.75,5,303,24,STR-2205-HQXBHK
31462095,"Rare Find - Best Lake View, Steps to CN Tower MTCC",230848432,Michael,,Waterfront Communities-The Island,43.63957,-79.38374,Entire home/apt,,30,61,2020-07-09,0.99,1,0,0,
31690446,Spacious 2-Story Loft in the Heart of Toronto!,10085241,Aaron,,North St.James Town,43.66786,-79.37816,Entire home/apt,,180,4,2019-02-24,0.07,1,177,0,
31462642,King West Penthouse w/ Unobstructed CN Tower View,235663293,Mi-H,,Waterfront Communities-The Island,43.64209,-79.39962,Entire home/apt,329,28,17,2023-12-14,0.28,1,137,15,STR-2201-HTFDVL
31466575,"1 min away from CN Tower, UnionStation",235652594,Alice,,Waterfront Communities-The Island,43.64074,-79.37926,Private room,99,28,44,2023-11-10,0.72,3,46,5,
31473983,Spacious Two Bedroom Park View Apartment,5669086,Dessa,,Corso Italia-Davenport,43.67564,-79.45134,Entire home/apt,,28,2,2019-01-27,0.03,1,0,0,
31691789,SUPERHOST: Private Room in Downtown Toronto Condo,16542442,Raj,,Moss Park,43.65221,-79.3708,Private room,,28,19,2020-01-31,0.31,1,0,0,
31692977,Entire condo w CN tower &LAKE vu FREE PARKING,232595103,Elham,,Niagara,43.63955,-79.41726,Entire home/apt,499,2,2,2019-08-05,0.04,5,90,0,STR-2009-FFJKPB
31485290,Gorgeous midtown 1bdrm+den condo (Yonge-Eglinton),235882738,Nick,,Mount Pleasant West,43.707271,-79.397796,Entire home/apt,230,182,31,2023-10-22,0.83,1,364,8,STR-2101-FVCRVD
31695255,"Cozy, bright and comfortable 1-bedroom home",24238294,Evelyn,,Mimico (includes Humber Bay Shores),43.609,-79.50044,Entire home/apt,179,28,1,2020-10-13,0.02,1,88,0,
31487649,Lakeside Living,83881290,Daniel,,Mimico (includes Humber Bay Shores),43.62736,-79.47745,Entire home/apt,150,28,9,2023-09-07,0.17,1,192,1,
31695699,Private Apartment Close to Airport Toronto Pearson,228566962,Taras,,Rexdale-Kipling,43.72501,-79.56142,Entire home/apt,130,3,40,2021-09-04,0.66,1,125,0,STR-2009-HYXRPM
31696910,Luxurious suite in midtownToronto!,202419502,Janice A,,Yonge-Eglinton,43.70476,-79.40581,Private room,129,3,130,2024-02-07,2.52,1,0,29,STR-2011-JCLXVM
31490902,2 Bedroom basement apartment Brand NEW,41565151,Nikola,,Stonegate-Queensway,43.63275,-79.51698,Entire home/apt,145,28,138,2024-01-08,2.34,1,303,8,STR-2009-FVFXPD
31711442,Recently Renovated Bright & Cozy Apartment,79565000,Carol,,Dufferin Grove,43.66027,-79.43104,Entire home/apt,,28,62,2020-09-30,1.03,3,0,0,
31492459,Bloordale walk up 2 bed near Subway! Free parking!,32609441,Michel,,Dovercourt-Wallace Emerson-Junction,43.66325,-79.44624,Entire home/apt,100,28,104,2024-01-21,1.72,2,124,31,STR-2209-GWYRVH
31715339,Julia's house,237893707,현진,,Willowdale East,43.77209,-79.41047,Private room,,30,0,,,1,0,0,
31495158,Stylish High-rise FREE Parking CN tower & Lake vu,232595103,Elham,,Niagara,43.63919,-79.41539,Private room,340,1,7,2021-10-17,0.12,5,90,0,STR-2009-FFJKPB
31720112,Cute 1BR+Den + Walk2 CNTower|Rogers (Fit 5 pax),237940117,Sugito,,Waterfront Communities-The Island,43.63960794316127,-79.39781205035149,Entire home/apt,264,2,77,2024-01-03,1.25,2,103,46,STR-2012-GBLXVD
31733464,"Downtown condo next to Rogers
Centre & CN Tower",218954449,Farzana,,Waterfront Communities-The Island,43.64159,-79.39106,Entire home/apt,,28,0,,,1,0,0,
31497036,Lucky Home North York,235987765,Cathy,,Willowdale East,43.78225,-79.39475,Private room,,28,0,,,1,0,0,
31497877,"Bright Modern Home, Steps to Greektown and Subway",8066816,Jessica,,Blake-Jones,43.67794,-79.34323,Entire home/apt,,28,4,2019-03-03,0.07,1,0,0,
31516104,"Light-filled, cozy unit in exciting neighbourhood",19332633,Raluca,,Dufferin Grove,43.65644,-79.44601,Entire home/apt,,28,4,2019-02-07,0.06,1,0,0,
31762097,Clean and Bright Renovated Basement,238151483,Khalid,,Malvern,43.79616,-79.23752,Entire home/apt,60,28,64,2023-11-23,1.04,1,259,3,STR-2203-GSYHHH
31793504,Secluded Beach House on Queen Street,149774213,Joshua,,The Beaches,43.66912,-79.30561,Entire home/apt,,28,22,2019-09-01,0.36,1,0,0,
31517226,Toronto Home By The Lake,236166925,Ayse,,Mimico (includes Humber Bay Shores),43.625039800633,-79.48634956163532,Entire home/apt,150,2,12,2023-11-19,0.21,1,10,5,STR-2307-GZCVHV
31799349,Leslieville Courtyard - 1bed + patio (low ceiling),238306558,Sameena,,South Riverdale,43.66485,-79.33173,Entire home/apt,,28,57,2024-01-31,0.94,1,0,6,STR-2111-HCZKVJ
31805839,"""Beautiful 1 bedroom apartment close to downtown!""",120903821,Ssergorp,,Wychwood,43.67277,-79.42784,Entire home/apt,,28,0,,,1,0,0,Exempt
31518232,16th floor City View Downtown TO FREE PARKING,99635980,Gilda Suites,,Niagara,43.63885,-79.4015,Entire home/apt,,28,84,2020-08-22,1.35,3,0,0,
31807434,A private bedroom in 2 bedroom condo,69660515,Jamal,,Islington-City Centre West,43.63904,-79.55993,Private room,,28,1,2019-01-29,0.02,1,0,0,
31530829,"Little Italy Cozy Corner in Toronto, Canada",88372894,Lorena,,Palmerston-Little Italy,43.65743,-79.42167,Entire home/apt,200,5,41,2023-09-29,0.74,1,36,19,STR-2206-GZSKVH
31820203,Private room in downtown Toronto house,50128980,Frances,,Wychwood,43.67356,-79.42155,Private room,,28,17,2023-08-05,0.29,1,0,16,STR-2301-HYXRVZ
31539796,"Modern and Clean, 1 Bedroom Downtown Toronto G1",12742095,Emil & Sue,,North St.James Town,43.67092,-79.37641,Entire home/apt,180,28,20,2024-01-15,0.35,3,126,3,
31830345,"Cozy, quiet and clean 1-bedroom apartment",142682,Sean,,Old East York,43.697239,-79.329056,Entire home/apt,,4,86,2024-01-23,1.41,1,0,42,STR-2009-GRBDPG
31549262,Luxury Townhouse Free Parking 2 Bed+Den (Toronto),231009472,Eric,,Willowdale East,43.7569,-79.40762,Entire home/apt,,28,8,2019-03-21,0.13,1,0,0,
31833294,✨Spacious Room in Shared  House by Finch Subway ✨,11418370,Claude,,Willowdale West,43.77597,-79.43214,Private room,50,31,18,2023-09-29,0.29,13,347,2,
31840017,"Private washroom,walkable to subway,near airport",237418707,Jiayin,,Islington-City Centre West,43.63484,-79.54585,Private room,60,28,168,2023-11-27,2.75,8,72,70,STR-2009-HSFVBL
31558425,"Beautiful, Bright and Quirky 2 Bedroom Penthouse",37657150,Joey,,Church-Yonge Corridor,43.66407,-79.37898,Entire home/apt,,28,2,2019-08-05,0.04,1,0,0,
31841226,Enjoy a Yorkville Ave condo with private terrace!,30435749,Phyllis,,Annex,43.67153,-79.39399,Entire home/apt,,700,52,2021-06-11,0.86,1,230,0,STR-2010-GSWKVH
31569018,"Gorgeous and private 4 bed, 2 bath west end home",196846503,Brent,,Stonegate-Queensway,43.64274,-79.50088,Entire home/apt,430,7,18,2023-08-27,0.32,1,223,4,STR-2202-GTZKVH
31849953,Bright cozy large windows room on Roncesvalles Ave,158892553,Kel,,High Park-Swansea,43.64104,-79.44709,Private room,89,30,7,2019-12-28,0.12,4,61,0,
31850233,Cosy private room in house,39619269,Aline,,Little Portugal,43.64797,-79.4244,Private room,88,5,39,2023-12-10,0.65,1,221,10,STR-2012-GKZBHG
31861066,Bright Large Bedroom one block from Queen West,34365954,Kim,,Roncesvalles,43.64152,-79.43426,Private room,133,1,64,2023-11-04,1.04,2,0,6,STR-2205-GXKBHH
31570770,CN Tower **VIEW**Cozy Private room with ensuite,176254431,Gelareh,,Waterfront Communities-The Island,43.64224,-79.38358,Private room,,28,3,2020-03-04,0.06,2,0,0,
31571700,Greenhouse,211671420,Leah,,Oakwood Village,43.69044,-79.43514,Entire home/apt,350,28,13,2020-09-20,0.21,1,89,0,
